ID;Family Name;Given Name;Name;Team;Region;ID2;Birthday;Popularity;Potential;Price;Type;Size;Weight;X;FLAT;MOUNTAIN;DOWNHILL;COBBLES;TT;PROLOGUE;SPRINT;ACCELERATION;ENDURANCE;RESISTANCE;RECUP;HILL;ATTACK;VAR1;VAR2;VAR3;VAR4;VAR5;VAR6;VAR7;VAR8;VAR9;VAR10;VAR11;VAR12;VAR13;VAR14;VAR15;VAR16;VAR17;VAR18;VAR19;VAR20;VAR21;VAR22;VAR23;VAR24;VAR25;VAR26;VAR27;VAR28;VAR29;VAR30;VAR31;VAR32;VAR33;VAR34;VAR35;VAR36;VAR37;VAR38;VAR39;VAR40;VAR41
5803;Halvorsen;Kristoffer;Halvorsen K.;Uno-X Pro Cycling Team;NOR;khalvorsen;13/04/1996;0;4;FREE;0;179;69;ONWAAR;72;58;66;69;61;65;74;76;68;70;64;66;58;63;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;halvorsen_kristoffer;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015;4;0;0;0;0;0;0;0;0
5804;Hoelgaard;Markus;Hoelgaard M.;Trek - Segafredo;NOR;mhoelgaard;4/10/1994;0;5;FREE;0;187;74;ONWAAR;75;69;73;75;66;68;69;73;74;74;66;75;72;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;hoelgaard_markus;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;2;0;0;0;0;0;0;0;0
5806;Lawless;Christopher;Lawless C.;TotalEnergies;GBR;clawless;4/11/1995;0;5;FREE;0;178;72;ONWAAR;70;62;69;65;62;63;72;73;66;71;73;73;67;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;lawless_christopher;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2018;2;0;0;0;0;1;0;0;0
5807;Williams;Stephen;Williams S.;Bahrain Victorious;GBR;swilliams;9/06/1996;0;5;FREE;0;183;59;ONWAAR;68;73;71;67;64;67;66;71;70;70;66;73;65;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;williams_stephen;ONWAAR;0;ONWAAR;0;0;Giro d'Italia | Coppa Sabatini - Gran Premio città di Peccioli | OVO Energy Tour of Britain;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2019;2;0;0;1;0;0;0;0;1
5811;Scott;Jacob;Scott J.;WiV SunGod;GBR;jscott;14/06/1995;0;3;FREE;0;182;70;ONWAAR;67;57;71;65;60;62;64;64;65;64;61;66;73;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;scott_jacob;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5812;Bennett;Sean;Bennett Se.;China Glory Continental Cycling Team;USA;sebennett;31/03/1996;0;4;FREE;0;178;66;ONWAAR;73;69;70;63;66;66;68;73;68;66;65;72;73;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;bennett_sean;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5816;Goderis;Jelle;Goderis J.;-;Vlaanderen;jgoderis;24/03/1991;0;1;FREE;0;180;63;ONWAAR;57;63;68;55;58;54;61;65;54;57;55;65;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;goderis_jelle;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5817;Willems;Kenny;Willems K.;-;Vlaanderen;kwillems;27/10/1993;0;2;FREE;0;194;72;ONWAAR;68;66;70;57;58;58;69;72;59;54;54;70;58;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;willems_kenny;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5822;van Schip;Jan-Willem;van Schip J.W.;BEAT Cycling;Utrecht;jwvanschip;20/08/1994;0;4;FREE;0;192;84;ONWAAR;72;56;67;68;64;64;69;68;73;69;61;61;79;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;van-schip_jan-willem;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5826;van Bakel;Robbie;van Bakel R.;-;Brabant_Septentrional;rvanbakel;22/08/1994;0;2;FREE;0;175;62;ONWAAR;65;60;66;60;57;61;54;55;58;57;60;65;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;van-bakel_robbie;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5831;Gahramanli;Kanan;Gahramanli K.;-;AZE;kgahramanli;9/07/1997;0;2;FREE;0;0;0;ONWAAR;66;60;63;63;58;63;61;63;61;60;62;64;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;gahramanli_kanan;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5833;Kukrle;Michael;Kukrle M.;Gazprom - RusVelo;CZE;mkukrle;17/11/1994;0;3;FREE;0;185;73;ONWAAR;69;68;68;59;68;64;64;68;71;66;63;70;73;0;0;ONWAAR;ONWAAR;0;0;128;ONWAAR;;kukrle_michael;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016;1;0;0;0;0;0;0;0;0
5836;Sorm;Jiri;Sorm J.;-;CZE;jsorm;16/05/1997;0;4;FREE;0;184;69;ONWAAR;67;57;66;58;62;60;63;61;55;57;58;57;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;sorm_jiri;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5839;Di Genova;Pietro;Di Genova P.;-;Abruzzo;pdigenova;15/09/1997;0;1;FREE;0;0;0;ONWAAR;61;58;71;52;59;59;58;58;57;57;62;64;63;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;di-genova_pietro;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5840;Mora;Luis;Mora L.;-;VEN;lmora;23/11/1994;0;2;FREE;0;0;0;ONWAAR;66;64;64;52;60;58;63;65;57;66;58;65;71;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;mora_luis;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5844;Torres;Albert;Torres A.;Movistar Team;Baleares;atorres;26/04/1990;0;3;FREE;flat;180;70;ONWAAR;71;66;69;61;65;68;72;71;68;69;69;66;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;torres_albert;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2020;0;0;2;0;1;0;0;0;0
5850;Martin;Fraser;Martin F.;-;GBR;fmartin;9/09/1996;0;2;FREE;0;0;0;ONWAAR;56;54;66;61;54;60;54;54;52;56;56;55;67;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;martin_fraser;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5852;Mora;Sebastián;Mora S.;Manuela Fundación Continental;Comunidad_Valenciana;smora;19/02/1988;0;2;FREE;0;181;70;ONWAAR;72;63;64;70;68;70;71;71;67;66;68;66;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;mora_sebastian;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5855;Lourenço;Rafael;Lourenço R.;Atum General / Tavira / AP Maria Nova Hotel;Norte;rlourenco;1/10/1997;0;2;FREE;0;178;67;ONWAAR;68;66;64;59;64;63;67;69;64;65;64;68;71;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;lourenco_rafael;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5856;Gonçalves;Júlio;Gonçalves Jú.;-;Norte;jugoncalves;10/11/1994;0;1;FREE;0;165;53;ONWAAR;61;65;70;62;64;63;64;65;58;59;57;65;62;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;goncalves_julio;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5858;Trueba;Alvaro;Trueba A.;Atum General / Tavira / AP Maria Nova Hotel;Andalucia;atrueba;10/01/1993;0;2;FREE;0;181;65;ONWAAR;64;66;62;55;65;67;61;64;63;64;62;66;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;trueba_alvaro;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5860;Freitas;Daniel;Freitas D.;Rádio Popular - Boavista;Norte;dfreitas;10/05/1991;0;2;FREE;0;171;64;ONWAAR;69;65;69;59;65;66;70;70;62;66;65;68;67;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;freitas_daniel;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5861;Perez;Juan Ignacio;Perez J.I.;-;Andalucia;jiperez;3/01/1990;0;2;FREE;0;0;0;ONWAAR;57;60;63;59;66;58;68;71;54;59;54;68;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;perez_juan-ignacio;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5862;Sánchez;Ángel;Sánchez Á.;Tavfer-Mortágua-Ovos Matinados;Galicia;asanchez;12/04/1993;0;2;FREE;0;178;73;ONWAAR;67;61;65;63;66;66;64;69;62;60;59;63;75;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;rebollido_angel;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5864;Vinhas;Rui;Vinhas R.;W52 / FC Porto;Norte;rvinhas;6/12/1986;0;3;FREE;0;170;58;ONWAAR;64;69;61;57;60;62;54;64;61;64;64;68;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;vinhas_rui;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5865;Silva;Joaquim;Silva Joa.;Efapel Cycling;Norte;jsilva;19/03/1992;0;3;FREE;0;185;67;ONWAAR;68;68;67;55;65;65;62;65;64;66;68;71;75;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;silva_joaquim;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5867;Banaszek;Adrian;Banaszek Ad.;HRE Mazowsze Serce Polski;POL;adbanaszek;21/10/1993;0;3;FREE;0;185;79;ONWAAR;68;58;65;66;62;69;68;68;65;64;62;63;65;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;banaszek_adrian;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5868;Banaszek;Norbert;Banaszek N.;HRE Mazowsze Serce Polski;POL;nbanaszek;18/06/1997;0;3;FREE;0;189;75;ONWAAR;69;60;66;61;60;62;68;67;64;62;55;64;64;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;banaszek_norbert;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5869;Stachowiak;Adam;Stachowiak A.;HRE Mazowsze Serce Polski;POL;astachowiak;10/07/1989;0;2;FREE;0;176;64;ONWAAR;67;68;66;62;66;66;64;68;66;63;65;68;72;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;stachowiak_adam;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5870;Staniszewski;Daniel;Staniszewski D.;HRE Mazowsze Serce Polski;POL;dstaniszewski;5/05/1997;0;3;FREE;0;186;79;ONWAAR;64;62;62;64;66;66;66;67;60;59;60;60;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;staniszewski_daniel;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5872;Benhamouda;Mehdi;Benhamouda M.;Team Novo Nordisk;Languedoc-Roussillon;mbenhamouda;2/01/1995;0;2;FREE;0;170;61;ONWAAR;64;63;64;57;58;61;67;68;59;57;55;63;63;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;benhamouda_mehdi;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2016;0;0;0;0;0;0;0;0;0
5875;Bendixen;Louis;Bendixen L.;Team Coop;Nordjylland;lbendixen;23/06/1995;0;4;FREE;0;0;0;ONWAAR;69;61;65;64;64;67;70;69;66;68;60;69;72;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;bendixen_louis;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5881;Vorre;Aske;Vorre A.;-;Nordjylland;avorre;24/05/1993;0;1;FREE;0;0;0;ONWAAR;54;62;66;54;62;61;59;65;53;57;57;66;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;vorre_aske;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5882;Bratashchuk;Andrii;Bratashchuk A.;-;UKR;abratashchuk;31/03/1992;0;2;FREE;0;0;0;ONWAAR;61;66;67;51;64;55;69;70;55;57;66;67;64;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;bratashchuk_andrii;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5883;Dzhus;Volodymyr;Dzhus V.;Eurocar GS Cycling Team;UKR;vdzhus;23/06/1993;0;1;FREE;0;0;0;ONWAAR;66;57;62;58;61;57;68;70;59;57;58;61;70;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;dzhus_volodymyr;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5884;Golovash;Oleksandr;Golovash O.;-;UKR;ogolovash;21/09/1991;0;3;FREE;0;0;0;ONWAAR;68;63;68;62;60;63;60;64;65;65;65;65;64;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;golovash_oleksandr;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5886;Kononenko;Mykhaylo;Kononenko M.;Sakarya BB Pro Team;UKR;mkononenko;30/10/1987;0;2;FREE;0;0;0;ONWAAR;68;69;66;58;64;58;68;68;63;67;62;68;66;0;0;ONWAAR;ONWAAR;0;0;66;ONWAAR;;kononenko_mykhaylo;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5890;Kulyk;Andriy;Kulyk A.;-;UKR;akulyk;30/08/1989;0;3;FREE;0;0;0;ONWAAR;72;70;67;62;57;63;61;65;63;64;71;71;58;0;0;ONWAAR;ONWAAR;0;0;2;ONWAAR;;kulyk_andriy;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5892;Prevar;Oleksandr;Prevar O.;Spor Toto Cycling Team;UKR;oprevar;28/06/1990;0;3;FREE;0;0;0;ONWAAR;63;61;62;61;64;60;63;65;62;59;62;65;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;prevar_oleksandr;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5895;Vasylyuk;Andriy;Vasylyuk A.;-;UKR;avasylyuk;29/08/1987;0;3;FREE;0;178;65;ONWAAR;63;56;71;52;61;64;66;67;59;62;62;65;59;0;0;ONWAAR;ONWAAR;0;0;1;ONWAAR;;vasylyuk_andriy;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5896;Sayar;Mustafa;Sayar M.;Sakarya BB Pro Team;TUR;msayar;22/04/1989;0;4;FREE;0;184;64;ONWAAR;66;64;64;55;62;61;63;65;59;64;57;67;65;0;0;ONWAAR;ONWAAR;0;0;1;ONWAAR;;sayar_mustafa;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5897;Hamilton;Chris;Hamilton C.;Team DSM;AUS;chamilton;18/05/1995;0;4;FREE;0;178;70;ONWAAR;65;74;73;67;69;72;64;72;67;75;67;74;73;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;hamilton_chris;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;0;0;4;2;0;0;0;3;5
5899;de Vos;Adam;de Vos A.;Human Powered Health;CAN;adevos;21/10/1993;0;4;FREE;0;188;72;ONWAAR;70;70;69;66;68;60;68;66;66;69;71;70;70;0;0;ONWAAR;ONWAAR;0;0;2;ONWAAR;;de-vos_adam;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015;2;0;0;0;0;0;0;0;0
5903;Kline;Shane;Kline S.;-;USA;skline;11/04/1989;0;1;FREE;0;0;0;ONWAAR;67;68;65;59;57;59;52;61;59;58;57;64;57;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;kline_shane;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5907;Ucha;Jacobo;Ucha J.;-;Galicia;jucha;3/04/1993;0;2;FREE;0;185;75;ONWAAR;64;64;66;57;60;61;58;62;60;58;59;66;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;ucha_jacobo;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5910;Guerrero;Pablo;Guerrero P.;-;Andalucia;pguerrero;20/03/1992;0;3;FREE;0;175;57;ONWAAR;65;60;65;54;65;61;69;73;62;63;65;69;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;guerrero_pablo;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5911;Ficara;Pierpaolo;Ficara P.;-;Sicilia;pficara;16/02/1991;0;3;FREE;0;0;0;ONWAAR;66;70;69;57;59;59;67;68;66;67;67;68;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;ficara_pierpaolo;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5913;Celano;Danilo;Celano D.;Team Sapura Cycling;Basilicata;dcelano;7/12/1989;0;3;FREE;0;184;65;ONWAAR;66;71;68;57;61;61;59;67;66;68;69;70;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;celano_danilo;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5917;Bouwmans;Dylan;Bouwmans D.;-;Brabant_Septentrional;dbouwmans;16/01/1997;0;3;FREE;0;178;64;ONWAAR;65;66;67;61;63;60;62;67;57;66;58;69;64;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;bouwmans_dylan;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5920;van der Heijden;Maik;van der Heijden M.;-;Brabant_Septentrional;mvanderheijden;3/04/1997;0;2;FREE;0;184;66;ONWAAR;65;54;67;64;64;66;69;72;57;59;58;60;61;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;van-der-heijden_maik;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5921;Nieuwpoort;Jelle;Nieuwpoort J.;-;Hollande-Septentrionale;jnieuwpoort;28/06/1997;0;3;FREE;0;178;64;ONWAAR;62;57;66;63;57;62;67;68;59;58;61;60;69;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;nieuwpoort_jelle;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5922;Bakker;Dennis;Bakker D.;-;Hollande-Septentrionale;dbakker;4/11/1993;0;3;FREE;0;190;75;ONWAAR;67;59;70;62;56;67;59;63;61;63;65;61;66;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;bakker_dennis;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5923;Beckeringh;Derk Abel;Beckeringh D.A.;-;Hollande-Septentrionale;dabeckeringh;23/09/1992;0;3;FREE;0;0;0;ONWAAR;64;67;66;60;62;62;57;59;61;62;62;68;64;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;beckeringh_derk-abel;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5925;Ockeloen;Jasper;Ockeloen J.;-;Drenthe;jockeloen;10/05/1990;0;2;FREE;0;186;66;ONWAAR;65;56;68;53;63;66;57;55;65;65;62;59;70;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;ockeloen_jasper;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5934;Zenovich;Matthew;Zenovich M.;-;NZL;mzenovich;26/02/1994;0;3;FREE;0;0;0;ONWAAR;66;58;65;58;56;61;59;61;61;60;62;61;69;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;zenovich_matthew;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5939;Ackermann;Pascal;Ackermann P.;UAE Team Emirates;Rheinland-Pfalz;packermann;17/01/1994;0;5;FREE;0;180;78;ONWAAR;73;60;71;64;66;65;77;76;72;70;72;67;71;0;0;ONWAAR;ONWAAR;0;0;2;ONWAAR;;ackermann_pascal;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;36;0;1;1;1;0;0;0;0
5942;Consonni;Simone;Consonni S.;Cofidis;Lombardia;sconsonni;12/09/1994;0;4;FREE;0;165;60;ONWAAR;75;64;68;72;65;64;74;76;70;67;68;72;70;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;consonni_simone;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;1;1;3;1;2;2;1;0;0
5943;Ganna;Filippo;Ganna F.;INEOS Grenadiers;Piemonte;fganna;25/07/1996;0;7;FREE;0;193;82;ONWAAR;78;72;72;72;83;83;70;69;74;74;72;73;73;0;0;ONWAAR;ONWAAR;0;0;1025;ONWAAR;;ganna_filippo;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;16;0;2;0;4;2;2;0;0
5945;Ravasi;Edward;Ravasi E.;EOLO - Kometa Cycling Team;Lombardia;eravasi;5/06/1994;0;3;FREE;0;181;61;ONWAAR;64;71;67;56;58;58;60;66;65;67;69;70;76;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;ravasi_edward;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2015;0;0;1;1;0;0;0;1;3
5947;Troia;Oliviero;Troia O.;UAE Team Emirates;Liguria;otroia;1/09/1994;0;4;FREE;0;191;80;ONWAAR;70;60;69;72;64;65;69;69;65;66;67;65;65;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;troia_oliviero;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;0;1;0;1;2;3;2;1;0
5948;Mathis;Marco;Mathis M.;-;Baden-Wurttemberg;mmathis;7/04/1994;0;4;FREE;0;186;71;ONWAAR;68;57;65;61;72;73;55;58;62;64;66;59;62;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;mathis_marco;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5952;Wang;Meiyin;Wang M.;Hengxiang Cycling Team;CHI;mwang;26/12/1988;0;1;FREE;0;182;71;ONWAAR;61;63;67;57;57;59;60;64;59;60;66;60;70;0;0;ONWAAR;ONWAAR;0;0;128;ONWAAR;;wang_meiyin;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
5954;Cavagna;Rémi;Cavagna R.;Quick Step-Alpha Vinyl;Auvergne;rcavagna;10/08/1995;0;5;FREE;0;186;78;ONWAAR;81;69;61;68;78;80;65;68;73;79;76;72;77;0;0;ONWAAR;ONWAAR;0;0;129;ONWAAR;;cavagna_remi;ONWAAR;0;ONWAAR;0;0;Tour de France | UCI World Championships | Tour de Pologne;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;8;1;2;2;0;0;0;3;1
5955;Mas;Enric;Mas E.;Movistar Team;Baleares;emas;7/01/1995;0;6;FREE;0;177;61;ONWAAR;68;81;70;66;72;70;65;74;70;72;80;77;68;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;mas_enric;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;5;3;0;4;0;0;0;4;2
5956;Carretero;Héctor;Carretero H.;Equipo Kern Pharma;Castilla-la_mancha;hcarretero;28/05/1995;0;3;FREE;0;183;67;ONWAAR;69;72;71;62;65;66;64;71;69;68;71;72;73;0;0;ONWAAR;ONWAAR;0;0;0;ONWAAR;;carretero_hector;ONWAAR;0;ONWAAR;0;0;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2017;0;0;2;0;3;2;2;0;3
